problem_statement,problem_tags,contestId,index,name,type,points,rating
1744C - Traffic Light,"binary search,implementation,two pointers",1744,C,Traffic Light,PROGRAMMING,,1000.0
1744B - Even-Odd Increments ,"implementation,math",1744,B,Even-Odd Increments ,PROGRAMMING,,800.0
1744A - Number Replacement,"greedy,implementation",1744,A,Number Replacement,PROGRAMMING,,800.0
1743G - Antifibonacci Cut,"bitmasks,combinatorics,constructive algorithms,data structures,dp,hashing,math",1743,G,Antifibonacci Cut,PROGRAMMING,,3000.0
1743F - Intersection and Union,"data structures,dp,matrices,probabilities",1743,F,Intersection and Union,PROGRAMMING,,2300.0
1743E - FTL,"binary search,dp",1743,E,FTL,PROGRAMMING,,2400.0
1743D - Problem with Random Tests,"brute force,dp,greedy,probabilities",1743,D,Problem with Random Tests,PROGRAMMING,,1700.0
1743C - Save the Magazines,"constructive algorithms,dp,greedy",1743,C,Save the Magazines,PROGRAMMING,,1100.0
1743B - Permutation Value,"constructive algorithms,greedy",1743,B,Permutation Value,PROGRAMMING,,800.0
1743A - Password,"brute force,combinatorics,implementation,math",1743,A,Password,PROGRAMMING,,800.0
1742G - Orray,"bitmasks,brute force,greedy,math,sortings",1742,G,Orray,PROGRAMMING,,1500.0
1742F - Smaller,"constructive algorithms,greedy,strings",1742,F,Smaller,PROGRAMMING,,1500.0
1742E - Scuza,"binary search,greedy,math",1742,E,Scuza,PROGRAMMING,,1200.0
1742D - Coprime,"brute force,greedy,number theory",1742,D,Coprime,PROGRAMMING,,1100.0
1742C - Stripes,implementation,1742,C,Stripes,PROGRAMMING,,900.0
1742B - Increasing,"greedy,implementation,sortings",1742,B,Increasing,PROGRAMMING,,800.0
1742A - Sum,implementation,1742,A,Sum,PROGRAMMING,,800.0
1741G - Kirill and Company,"bitmasks,brute force,dfs and similar,dp,flows,graphs,shortest paths",1741,G,Kirill and Company,PROGRAMMING,,2200.0
1741F - Multi-Colored Segments,"binary search,data structures,math,sortings",1741,F,Multi-Colored Segments,PROGRAMMING,,2000.0
1741E - Sending a Sequence Over the Network,dp,1741,E,Sending a Sequence Over the Network,PROGRAMMING,,1600.0
1741D - Masha and a Beautiful Tree,"dfs and similar,divide and conquer,graphs,sortings,trees",1741,D,Masha and a Beautiful Tree,PROGRAMMING,,1300.0
1741C - Minimize the Thickness,"brute force,greedy,math,two pointers",1741,C,Minimize the Thickness,PROGRAMMING,,1100.0
1741B - Funny Permutation,"constructive algorithms,math",1741,B,Funny Permutation,PROGRAMMING,,800.0
1741A - Compare T-Shirt Sizes,"implementation,implementation,strings",1741,A,Compare T-Shirt Sizes,PROGRAMMING,,800.0
1740I - Arranging Crystal Balls,"data structures,divide and conquer,divide and conquer,dp,geometry,graphs,number theory",1740,I,Arranging Crystal Balls,PROGRAMMING,3500.0,3500.0
1740H - MEX Tree Manipulation,"data structures,trees",1740,H,MEX Tree Manipulation,PROGRAMMING,3000.0,3300.0
1740G - Dangerous Laser Power,"constructive algorithms,dsu,sortings",1740,G,Dangerous Laser Power,PROGRAMMING,2750.0,3100.0
1740F - Conditional Mix,"combinatorics,dp,math",1740,F,Conditional Mix,PROGRAMMING,2500.0,2600.0
1740E - Hanging Hearts,"constructive algorithms,data structures,dfs and similar,dp,greedy,trees",1740,E,Hanging Hearts,PROGRAMMING,2000.0,1800.0
1740D - Knowledge Cards,"constructive algorithms,data structures",1740,D,Knowledge Cards,PROGRAMMING,1750.0,1500.0
1740C - Bricks and Bags,"constructive algorithms,games,greedy,sortings",1740,C,Bricks and Bags,PROGRAMMING,1500.0,1400.0
1740B - Jumbo Extra Cheese 2,"geometry,greedy,sortings",1740,B,Jumbo Extra Cheese 2,PROGRAMMING,1000.0,800.0
1740A - Factorise N+M,"constructive algorithms,number theory",1740,A,Factorise N+M,PROGRAMMING,500.0,800.0
1739F - Keyboard Design,"bitmasks,data structures,dp,string suffix structures,strings",1739,F,Keyboard Design,PROGRAMMING,,2600.0
1739E - Cleaning Robot,"bitmasks,dp",1739,E,Cleaning Robot,PROGRAMMING,,2400.0
1739D - Reset K Edges,"binary search,data structures,dfs and similar,graphs,greedy,trees",1739,D,Reset K Edges,PROGRAMMING,,1900.0
1739C - Card Game,"combinatorics,constructive algorithms,dp,games",1739,C,Card Game,PROGRAMMING,,1500.0
1739B - Array Recovery,"constructive algorithms,greedy,math",1739,B,Array Recovery,PROGRAMMING,,1100.0
1739A - Immobile Knight,implementation,1739,A,Immobile Knight,PROGRAMMING,,800.0
1738H - Palindrome Addicts,"data structures,strings",1738,H,Palindrome Addicts,PROGRAMMING,4000.0,3300.0
1738G - Anti-Increasing Addicts,"constructive algorithms,dp,greedy,math",1738,G,Anti-Increasing Addicts,PROGRAMMING,3000.0,2900.0
1738F - Connectivity Addicts,"constructive algorithms,dsu,graphs,greedy,interactive,shortest paths,trees",1738,F,Connectivity Addicts,PROGRAMMING,2750.0,2400.0
1738E - Balance Addicts,"combinatorics,dp,math,two pointers",1738,E,Balance Addicts,PROGRAMMING,2500.0,2300.0
1738D - Permutation Addicts,"constructive algorithms,data structures,dfs and similar,dsu,graphs,trees",1738,D,Permutation Addicts,PROGRAMMING,2000.0,1900.0
1738C - Even Number Addicts,"dp,games,greedy,math",1738,C,Even Number Addicts,PROGRAMMING,1500.0,1500.0
1738B - Prefix Sum Addicts,"constructive algorithms,greedy,math,sortings",1738,B,Prefix Sum Addicts,PROGRAMMING,1000.0,1200.0
1738A - Glory Addicts,"greedy,implementation,sortings",1738,A,Glory Addicts,PROGRAMMING,500.0,800.0
1737G - Ela Takes Dancing Class,"binary search,data structures",1737,G,Ela Takes Dancing Class,PROGRAMMING,3750.0,3500.0
1737F - Ela and Prime GCD,"constructive algorithms,math,number theory",1737,F,Ela and Prime GCD,PROGRAMMING,3500.0,3300.0
1737E - Ela Goes Hiking,"combinatorics,dp,math,probabilities",1737,E,Ela Goes Hiking,PROGRAMMING,2750.0,2500.0
1737D - Ela and the Wiring Wizard,"brute force,dp,graphs,greedy,implementation,shortest paths",1737,D,Ela and the Wiring Wizard,PROGRAMMING,2000.0,2200.0
1737C - Ela and Crickets,"constructive algorithms,games,implementation,math",1737,C,Ela and Crickets,PROGRAMMING,1500.0,1500.0
1737B - Ela's Fitness and the Luxury Number,"binary search,implementation,math",1737,B,Ela's Fitness and the Luxury Number,PROGRAMMING,1000.0,1300.0
1737A - Ela Sorting Books,"greedy,implementation,strings",1737,A,Ela Sorting Books,PROGRAMMING,500.0,900.0
1736E - Swap and Take,"dp,greedy",1736,E,Swap and Take,PROGRAMMING,2500.0,2600.0
1736D - Equal Binary Subsequences,"constructive algorithms,geometry,greedy,implementation,strings",1736,D,Equal Binary Subsequences,PROGRAMMING,2000.0,2200.0
1736C2 - Good Subarrays (Hard Version),"binary search,data structures,dp,two pointers",1736,C2,Good Subarrays (Hard Version),PROGRAMMING,2000.0,2400.0
1736C1 - Good Subarrays (Easy Version),"binary search,data structures,schedules,two pointers",1736,C1,Good Subarrays (Easy Version),PROGRAMMING,1250.0,1300.0
1736B - Playing with GCD,"math,number theory",1736,B,Playing with GCD,PROGRAMMING,1000.0,1200.0
1736A - Make A Equal to B,"brute force,greedy,sortings",1736,A,Make A Equal to B,PROGRAMMING,500.0,800.0
1735F - Pebbles and Beads,"data structures,geometry",1735,F,Pebbles and Beads,PROGRAMMING,3000.0,2900.0
1735E - House Planning,"constructive algorithms,data structures,graph matchings,greedy",1735,E,House Planning,PROGRAMMING,2250.0,2400.0
1735D - Meta-set,"brute force,combinatorics,data structures,hashing,math",1735,D,Meta-set,PROGRAMMING,1750.0,1700.0
1735C - Phase Shift,"dfs and similar,dsu,graphs,greedy,implementation,strings",1735,C,Phase Shift,PROGRAMMING,1250.0,1400.0
1735B - Tea with Tangerines,"greedy,math",1735,B,Tea with Tangerines,PROGRAMMING,750.0,900.0
1735A - Working Week,"constructive algorithms,greedy,math",1735,A,Working Week,PROGRAMMING,500.0,800.0
1734F - Zeros and Ones,"bitmasks,divide and conquer,dp,math",1734,F,Zeros and Ones,PROGRAMMING,3250.0,2500.0
1734E - Rectangular Congruence,"constructive algorithms,number theory",1734,E,Rectangular Congruence,PROGRAMMING,2250.0,2100.0
1734D - Slime Escape,"data structures,dp,greedy,two pointers",1734,D,Slime Escape,PROGRAMMING,2000.0,1800.0
1734C - Removing Smallest Multiples,"greedy,math",1734,C,Removing Smallest Multiples,PROGRAMMING,1250.0,1200.0
"1734B - Bright, Nice, Brilliant",constructive algorithms,1734,B,"Bright, Nice, Brilliant",PROGRAMMING,750.0,800.0
1734A - Select Three Sticks,"brute force,greedy,sortings",1734,A,Select Three Sticks,PROGRAMMING,500.0,800.0
1733E - Conveyor,"constructive algorithms,dp,math",1733,E,Conveyor,PROGRAMMING,2750.0,2700.0
1733D2 - Zero-One (Hard Version),"dp,greedy",1733,D2,Zero-One (Hard Version),PROGRAMMING,750.0,2000.0
1733D1 - Zero-One (Easy Version),"constructive algorithms,greedy,math",1733,D1,Zero-One (Easy Version),PROGRAMMING,1500.0,1400.0
1733C - Parity Shuffle Sorting,"constructive algorithms,sortings",1733,C,Parity Shuffle Sorting,PROGRAMMING,1500.0,1300.0
1733B - Rule of League,"constructive algorithms,math",1733,B,Rule of League,PROGRAMMING,1000.0,900.0
1733A - Consecutive Sum,"greedy,sortings",1733,A,Consecutive Sum,PROGRAMMING,500.0,800.0
1732E - Location,"data structures,dp,math,number theory",1732,E,Location,PROGRAMMING,3000.0,2800.0
1732D2 - Balance (Hard version),"brute force,data structures,number theory",1732,D2,Balance (Hard version),PROGRAMMING,1250.0,2400.0
1732D1 - Balance (Easy version),"brute force,data structures,implementation,number theory",1732,D1,Balance (Easy version),PROGRAMMING,1250.0,1500.0
1732C2 - Sheikh (Hard Version),"binary search,bitmasks,brute force,greedy,implementation,two pointers",1732,C2,Sheikh (Hard Version),PROGRAMMING,1000.0,2100.0
1732C1 - Sheikh (Easy version),"binary search,bitmasks,greedy,two pointers",1732,C1,Sheikh (Easy version),PROGRAMMING,1000.0,1800.0
1732B - Ugu,"brute force,dp,greedy,implementation",1732,B,Ugu,PROGRAMMING,750.0,900.0
1732A - Bestie,"brute force,combinatorics,constructive algorithms,implementation,math,number theory",1732,A,Bestie,PROGRAMMING,750.0,1000.0
1731F - Function Sum,"brute force,combinatorics,dp,fft,math",1731,F,Function Sum,PROGRAMMING,2750.0,2500.0
1731E - Graph Cost,"dp,greedy,math,number theory",1731,E,Graph Cost,PROGRAMMING,2000.0,2000.0
1731D - Valiant's New Map,"binary search,brute force,data structures,dp,two pointers",1731,D,Valiant's New Map,PROGRAMMING,1500.0,1700.0
1731C - Even Subarrays,"bitmasks,brute force,hashing,math,number theory",1731,C,Even Subarrays,PROGRAMMING,1500.0,1700.0
1731B - Kill Demodogs,"greedy,math",1731,B,Kill Demodogs,PROGRAMMING,1000.0,1100.0
1731A - Joey Takes Money,"greedy,math",1731,A,Joey Takes Money,PROGRAMMING,500.0,800.0
1730F - Almost Sorted,"bitmasks,data structures,dp",1730,F,Almost Sorted,PROGRAMMING,3000.0,2700.0
1730E - Maximums and Minimums,"combinatorics,data structures,divide and conquer,number theory",1730,E,Maximums and Minimums,PROGRAMMING,2250.0,2700.0
1730D - Prefixes and Suffixes,"constructive algorithms,strings,two pointers",1730,D,Prefixes and Suffixes,PROGRAMMING,2250.0,2200.0
1730C - Minimum Notation,"data structures,greedy,math,sortings",1730,C,Minimum Notation,PROGRAMMING,1500.0,1200.0
1730B - Meeting on the Line,"binary search,geometry,greedy,implementation,math,ternary search",1730,B,Meeting on the Line,PROGRAMMING,1000.0,1600.0
1730A - Planets,"data structures,greedy,sortings",1730,A,Planets,PROGRAMMING,500.0,800.0
1729G - Cut Substrings,"combinatorics,dp,hashing,strings,two pointers",1729,G,Cut Substrings,PROGRAMMING,,2100.0
1729F - Kirei and the Linear Function,"hashing,math",1729,F,Kirei and the Linear Function,PROGRAMMING,,1900.0
1729E - Guess the Cycle Size,"interactive,probabilities",1729,E,Guess the Cycle Size,PROGRAMMING,,1800.0
1729D - Friends and the Restaurant,"greedy,sortings,two pointers",1729,D,Friends and the Restaurant,PROGRAMMING,,1200.0
1729C - Jumping on Tiles,"constructive algorithms,strings",1729,C,Jumping on Tiles,PROGRAMMING,,1100.0
1729B - Decode String,"greedy,strings",1729,B,Decode String,PROGRAMMING,,800.0
1729A - Two Elevators,math,1729,A,Two Elevators,PROGRAMMING,,800.0
1728G - Illumination,"binary search,bitmasks,brute force,combinatorics,dp,math,two pointers",1728,G,Illumination,PROGRAMMING,,2700.0
1728F - Fishermen,"flows,graph matchings,greedy",1728,F,Fishermen,PROGRAMMING,,3100.0
1728E - Red-Black Pepper,"brute force,data structures,greedy,math,number theory",1728,E,Red-Black Pepper,PROGRAMMING,,2300.0
1728D - Letter Picking,"constructive algorithms,dp,games,two pointers",1728,D,Letter Picking,PROGRAMMING,,1800.0
1728C - Digital Logarithm,"data structures,greedy,sortings",1728,C,Digital Logarithm,PROGRAMMING,,1400.0
1728B - Best Permutation,"constructive algorithms,greedy",1728,B,Best Permutation,PROGRAMMING,,800.0
1728A - Colored Balls: Revisited,"brute force,greedy,implementation,sortings",1728,A,Colored Balls: Revisited,PROGRAMMING,,800.0
1726H - Mainak and the Bleeding Polygon,"binary search,geometry,implementation,math",1726,H,Mainak and the Bleeding Polygon,PROGRAMMING,3500.0,3500.0
1726G - A Certain Magical Party,"combinatorics,data structures,greedy,sortings",1726,G,A Certain Magical Party,PROGRAMMING,3250.0,3300.0
1726F - Late For Work (submissions are not allowed),"data structures,greedy,schedules,shortest paths",1726,F,Late For Work (submissions are not allowed),PROGRAMMING,2750.0,2900.0
1726E - Almost Perfect,"combinatorics,fft,math",1726,E,Almost Perfect,PROGRAMMING,2250.0,2400.0
1726D - Edge Split,"brute force,constructive algorithms,dfs and similar,dsu,graphs,probabilities,trees",1726,D,Edge Split,PROGRAMMING,2000.0,2000.0
1726C - Jatayu's Balanced Bracket Sequence,"data structures,dsu,graphs,greedy",1726,C,Jatayu's Balanced Bracket Sequence,PROGRAMMING,1500.0,1300.0
1726B - Mainak and Interesting Sequence,"bitmasks,constructive algorithms,math",1726,B,Mainak and Interesting Sequence,PROGRAMMING,1000.0,1100.0
1726A - Mainak and Array,"greedy,math",1726,A,Mainak and Array,PROGRAMMING,500.0,900.0
1725M - Moving Both Hands,"dp,graphs,shortest paths",1725,M,Moving Both Hands,PROGRAMMING,,1800.0
1725L - Lemper Cooking Competition,data structures,1725,L,Lemper Cooking Competition,PROGRAMMING,,2400.0
1725K - Kingdom of Criticism,"data structures,dsu",1725,K,Kingdom of Criticism,PROGRAMMING,,2500.0
1725J - Journey,"dp,trees",1725,J,Journey,PROGRAMMING,,2500.0
1725I - Imitating the Key Tree,"combinatorics,dsu,trees",1725,I,Imitating the Key Tree,PROGRAMMING,,2800.0
1725H - Hot Black Hot White,"constructive algorithms,math",1725,H,Hot Black Hot White,PROGRAMMING,,1800.0
1725G - Garage,"binary search,geometry,math",1725,G,Garage,PROGRAMMING,,1500.0
1725F - Field Photography,"bitmasks,data structures,sortings",1725,F,Field Photography,PROGRAMMING,,2100.0
1725E - Electrical Efficiency,"combinatorics,data structures,dp,math,number theory,trees",1725,E,Electrical Efficiency,PROGRAMMING,,2500.0
1725D - Deducing Sortability,"binary search,bitmasks,math",1725,D,Deducing Sortability,PROGRAMMING,,2900.0
1725C - Circular Mirror,"binary search,combinatorics,geometry,math,two pointers",1725,C,Circular Mirror,PROGRAMMING,,2000.0
1725B - Basketball Together,"binary search,greedy,sortings",1725,B,Basketball Together,PROGRAMMING,,1000.0
1725A - Accumulation of Dominoes,math,1725,A,Accumulation of Dominoes,PROGRAMMING,,800.0
1722G - Even-Odd XOR,"bitmasks,constructive algorithms,greedy",1722,G,Even-Odd XOR,PROGRAMMING,,1500.0
1722F - L-shapes,"dfs and similar,implementation",1722,F,L-shapes,PROGRAMMING,,1700.0
1722E - Counting Rectangles,"brute force,data structures,dp,implementation",1722,E,Counting Rectangles,PROGRAMMING,,1600.0
1722D - Line,"greedy,sortings",1722,D,Line,PROGRAMMING,,1100.0
1722C - Word Game,"data structures,implementation",1722,C,Word Game,PROGRAMMING,,800.0
1722B - Colourblindness,implementation,1722,B,Colourblindness,PROGRAMMING,,800.0
1722A - Spell Check,implementation,1722,A,Spell Check,PROGRAMMING,,800.0
1721F - Matching Reduction,"brute force,constructive algorithms,dfs and similar,flows,graph matchings,graphs,interactive",1721,F,Matching Reduction,PROGRAMMING,,2800.0
1721E - Prefix Function Queries,"dfs and similar,dp,hashing,string suffix structures,strings,trees",1721,E,Prefix Function Queries,PROGRAMMING,,2200.0
1721D - Maximum AND,"bitmasks,dfs and similar,divide and conquer,greedy,sortings",1721,D,Maximum AND,PROGRAMMING,,1800.0
1721C - Min-Max Array Transformation,"binary search,greedy,two pointers",1721,C,Min-Max Array Transformation,PROGRAMMING,,1400.0
1721B - Deadly Laser,implementation,1721,B,Deadly Laser,PROGRAMMING,,1000.0
1721A - Image,"greedy,implementation",1721,A,Image,PROGRAMMING,,800.0
1720E - Misha and Paintings,"constructive algorithms,data structures,greedy,implementation,math",1720,E,Misha and Paintings,PROGRAMMING,2750.0,2700.0
1720D2 - Xor-Subsequence (hard version),"bitmasks,data structures,dp,strings,trees",1720,D2,Xor-Subsequence (hard version),PROGRAMMING,1000.0,2400.0
1720D1 - Xor-Subsequence (easy version),"bitmasks,brute force,dp,strings,trees,two pointers",1720,D1,Xor-Subsequence (easy version),PROGRAMMING,1500.0,1800.0
1720C - Corners,"greedy,implementation",1720,C,Corners,PROGRAMMING,1250.0,1200.0
1720B - Interesting Sum,"brute force,data structures,greedy,math,sortings",1720,B,Interesting Sum,PROGRAMMING,1000.0,800.0
1720A - Burenka Plays with Fractions,"math,number theory",1720,A,Burenka Plays with Fractions,PROGRAMMING,500.0,900.0
1719C - Fighting Tournament,"binary search,data structures,implementation,two pointers",1719,C,Fighting Tournament,PROGRAMMING,1250.0,1400.0
1719B - Mathematical Circus,"constructive algorithms,math",1719,B,Mathematical Circus,PROGRAMMING,1000.0,800.0
1719A - Chip Game,"games,math",1719,A,Chip Game,PROGRAMMING,500.0,800.0
"1718F - Burenka, an Array and Queries","data structures,math,number theory",1718,F,"Burenka, an Array and Queries",PROGRAMMING,2750.0,3300.0
1718E - Impressionism,"constructive algorithms,graphs,implementation,math",1718,E,Impressionism,PROGRAMMING,2250.0,3500.0
1718D - Permutation for Burenka,"data structures,graph matchings,greedy,math,trees",1718,D,Permutation for Burenka,PROGRAMMING,2250.0,3300.0
1718C - Tonya and Burenka-179,"data structures,greedy,math,number theory",1718,C,Tonya and Burenka-179,PROGRAMMING,1250.0,2400.0
1718B - Fibonacci Strings,"greedy,implementation,math,number theory",1718,B,Fibonacci Strings,PROGRAMMING,1250.0,2000.0
1718A2 - Burenka and Traditions (hard version),"data structures,dp,greedy",1718,A2,Burenka and Traditions (hard version),PROGRAMMING,500.0,1900.0
1718A1 - Burenka and Traditions (easy version),"dp,greedy",1718,A1,Burenka and Traditions (easy version),PROGRAMMING,500.0,1800.0
